CustomerID,City,Zip Code,Tenure Months,Contract,Internet Service,Payment Method,Monthly Charges,Total Charges,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,prob_stay,prob_churn,churn_risk_pct,risk_band
0323-XWWTN,San Lucas,93954,3,Two year,No,Mailed check,26.4,121.25,No,No,No,No,No,No,0.9744858481686419,0.025514151831358127,2.6,Very low
0326-VDYXE,Long Beach,90802,70,One year,Fiber optic,Electronic check,97.65,6982.5,No,No,Yes,No,Yes,Yes,0.7330772088225552,0.2669227911774448,26.7,Medium
0327-WFZSY,Samoa,95564,39,One year,Fiber optic,Electronic check,100.0,3835.55,No,No,Yes,No,Yes,Yes,0.8730206879141006,0.12697931208589944,12.7,Low
0330-BGYZE,Milford,96121,60,One year,Fiber optic,Bank transfer (automatic),102.5,6157.6,No,Yes,Yes,No,Yes,Yes,0.816569085093017,0.18343091490698307,18.3,Low
0334-ZFJSR,San Diego,92123,55,One year,DSL,Credit card (automatic),66.05,3462.1,Yes,Yes,No,Yes,No,No,0.9586090118603964,0.041390988139603666,4.1,Very low
0336-KXKFK,Santa Margarita,93453,72,Two year,DSL,Credit card (automatic),61.2,4390.25,Yes,No,Yes,Yes,Yes,Yes,0.9772612204237824,0.022738779576217588,2.3,Very low
0336-PIKEI,Orange,92869,72,Two year,DSL,Bank transfer (automatic),74.4,5360.75,Yes,Yes,Yes,Yes,Yes,No,0.9902191298484576,0.009780870151542418,1.0,Very low
0343-QLUZP,San Jose,95111,60,Two year,DSL,Bank transfer (automatic),39.6,2424.5,Yes,Yes,Yes,No,No,No,0.9817874571651489,0.018212542834851075,1.8,Very low
0345-XMMUG,Ione,95640,46,Two year,Fiber optic,Credit card (automatic),108.9,4854.3,No,Yes,Yes,Yes,Yes,Yes,0.8371246952266805,0.16287530477331946,16.3,Low
0347-UBKUZ,San Mateo,94404,15,Month-to-month,No,Mailed check,19.9,320.45,No,No,No,No,No,No,0.8626549640598533,0.13734503594014663,13.7,Low
0354-VXMJC,Los Angeles,90034,23,Two year,No,Credit card (automatic),19.6,426.65,No,No,No,No,No,No,0.992472920328595,0.007527079671405011,0.8,Very low
0356-ERHVT,Santa Cruz,95062,11,Month-to-month,DSL,Bank transfer (automatic),45.9,521.9,No,No,No,No,No,No,0.5964804808992021,0.4035195191007978,40.4,Medium
0356-OBMAC,Winchester,92596,56,Two year,Fiber optic,Bank transfer (automatic),99.9,5706.3,No,Yes,Yes,Yes,Yes,No,0.9203548037719728,0.07964519622802724,8.0,Very low
0357-NVCRI,El Cajon,92021,25,Month-to-month,No,Credit card (automatic),20.05,471.7,No,No,No,No,No,No,0.9810231791429086,0.018976820857091407,1.9,Very low
0361-HJRDX,Sherman Oaks,91403,68,Two year,DSL,Credit card (automatic),64.35,4539.6,Yes,Yes,Yes,Yes,Yes,Yes,0.983747648249247,0.016252351750752975,1.6,Very low
0362-RAOQO,Norco,92860,40,Two year,No,Credit card (automatic),19.65,830.25,No,No,No,No,No,No,0.9841957866872719,0.01580421331272812,1.6,Very low
0363-SVHYR,Paramount,90723,71,Two year,DSL,Bank transfer (automatic),86.85,6263.8,Yes,Yes,Yes,Yes,Yes,Yes,0.9963787622933893,0.003621237706610718,0.4,Very low
0365-BZUWY,San Juan Capistrano,92675,17,Month-to-month,Fiber optic,Electronic check,102.55,1742.5,No,Yes,Yes,No,Yes,Yes,0.19560149360484513,0.8043985063951549,80.4,Very high
0365-GXEZS,Copperopolis,95228,18,Month-to-month,Fiber optic,Electronic check,78.2,1468.75,No,No,Yes,Yes,No,No,0.525397746563175,0.4746022534368251,47.5,High
0365-TRTPY,Covina,91724,37,Month-to-month,Fiber optic,Bank transfer (automatic),91.2,3382.3,Yes,Yes,Yes,No,No,No,0.769927694825236,0.23007230517476393,23.0,Low
0366-NQSHS,Colusa,95932,2,Month-to-month,No,Mailed check,19.35,46.35,No,No,No,No,No,No,0.7999229118288916,0.20007708817110834,20.0,Low
0369-ZGOVK,Cypress,90630,28,One year,Fiber optic,Bank transfer (automatic),70.4,1992.2,No,No,No,No,No,No,0.9218056613286064,0.07819433867139355,7.8,Very low
0373-AIVNJ,Sacramento,95814,9,One year,DSL,Mailed check,39.55,373.0,Yes,Yes,Yes,No,No,No,0.8328876232503751,0.16711237674962487,16.7,Low
0374-AACSZ,Lancaster,93534,1,Month-to-month,DSL,Electronic check,50.15,50.15,Yes,No,No,No,No,No,0.6692362293208852,0.3307637706791148,33.1,Medium
0374-FIUCA,Orange,92867,65,Two year,No,Credit card (automatic),20.4,1414.45,No,No,No,No,No,No,0.9868707058619656,0.013129294138034469,1.3,Very low
0374-IOEGQ,Gonzales,93926,3,Month-to-month,DSL,Electronic check,44.6,122.7,No,No,No,No,No,No,0.5995036164809862,0.4004963835190138,40.0,Medium
0376-OIWME,San Ysidro,92173,36,Month-to-month,Fiber optic,Electronic check,93.6,3366.05,Yes,No,No,No,Yes,Yes,0.4524232929202635,0.5475767070797365,54.8,High
0377-JBKKT,Gilroy,95020,22,Month-to-month,DSL,Mailed check,57.95,1271.8,Yes,Yes,No,Yes,No,No,0.9566038715387665,0.04339612846123357,4.3,Very low
0378-CJKPV,Oak Park,91377,72,Two year,Fiber optic,Credit card (automatic),112.1,7965.95,Yes,Yes,Yes,Yes,Yes,Yes,0.9621534103502634,0.03784658964973667,3.8,Very low
0379-DJQHR,Sunnyvale,94089,67,Two year,DSL,Credit card (automatic),81.35,5398.6,Yes,Yes,Yes,No,Yes,Yes,0.9806035319613932,0.019396468038606875,1.9,Very low
0380-NEAVX,Newport Beach,92660,34,One year,Fiber optic,Electronic check,99.85,3343.15,No,Yes,Yes,No,Yes,Yes,0.6212923602498095,0.3787076397501905,37.9,Medium
0380-ZCSBI,San Francisco,94133,10,Month-to-month,No,Credit card (automatic),20.0,198.7,No,No,No,No,No,No,0.8589906926904515,0.14100930730954853,14.1,Low
0383-CLDDA,Stanford,94305,69,Two year,DSL,Credit card (automatic),85.35,5897.4,Yes,No,Yes,Yes,Yes,Yes,0.9785173359108285,0.02148266408917154,2.1,Very low
0384-LPITE,Los Angeles,90041,40,One year,DSL,Credit card (automatic),62.05,2511.55,Yes,Yes,Yes,No,Yes,Yes,0.9041791284687191,0.09582087153128098,9.6,Very low
0384-RVBPI,Turlock,95380,20,Month-to-month,DSL,Credit card (automatic),64.4,1398.6,Yes,No,Yes,No,No,Yes,0.8186486855900942,0.18135131440990582,18.1,Low
0386-CWRGM,Beverly Hills,90210,46,Two year,No,Mailed check,19.4,967.85,No,No,No,No,No,No,0.9960013482276612,0.003998651772338773,0.4,Very low
0392-BZIUW,Fresno,93710,72,Two year,Fiber optic,Credit card (automatic),105.0,7589.8,Yes,No,Yes,No,Yes,Yes,0.9196451444664014,0.08035485553359853,8.0,Very low
0394-YONDK,Escondido,92025,70,Two year,No,Credit card (automatic),25.15,1790.15,No,No,No,No,No,No,0.9978082935631414,0.0021917064368586247,0.2,Very low
0396-HUJBP,Gardena,90247,2,Month-to-month,No,Mailed check,19.3,44.4,No,No,No,No,No,No,0.8022162574269737,0.19778374257302633,19.8,Low
0396-UKGAI,Encinitas,92024,23,Month-to-month,DSL,Bank transfer (automatic),55.3,1284.2,No,Yes,No,Yes,No,No,0.9585011719854922,0.04149882801450782,4.1,Very low
0396-YCHWO,Sacramento,95829,36,Month-to-month,Fiber optic,Electronic check,95.4,3474.2,No,No,No,No,Yes,Yes,0.2887688407923882,0.7112311592076118,71.1,Very high
0397-ZXWQF,Orick,95555,67,Two year,No,Bank transfer (automatic),20.5,1430.95,No,No,No,No,No,No,0.9931186278300139,0.006881372169986081,0.7,Very low
0401-WDBXM,San Jose,95118,72,Two year,Fiber optic,Bank transfer (automatic),105.55,7542.25,Yes,No,Yes,No,Yes,Yes,0.9818222334180231,0.01817776658197694,1.8,Very low
0402-OAMEN,Spreckels,93962,72,Two year,No,Bank transfer (automatic),24.45,1709.1,No,No,No,No,No,No,0.9978692702230936,0.0021307297769063934,0.2,Very low
0404-AHASP,Beverly Hills,90212,72,Two year,No,Credit card (automatic),19.7,1421.9,No,No,No,No,No,No,0.9926856177622978,0.007314382237702202,0.7,Very low
0409-WTMPL,Whittier,90602,58,One year,Fiber optic,Credit card (automatic),110.65,6526.65,Yes,Yes,Yes,No,Yes,Yes,0.8186150559620456,0.18138494403795435,18.1,Low
0410-IPFTY,Long Beach,90822,31,Month-to-month,Fiber optic,Bank transfer (automatic),83.85,2674.15,No,Yes,No,No,No,Yes,0.5138626544107574,0.48613734558924265,48.6,High
0411-EZJZE,Stockton,95215,3,Month-to-month,DSL,Electronic check,60.25,170.5,No,No,No,No,Yes,No,0.3579486745235547,0.6420513254764453,64.2,High
0412-UCCNP,Essex,92332,55,Two year,DSL,Electronic check,59.2,3175.85,Yes,No,Yes,Yes,No,No,0.9782741692571812,0.021725830742818752,2.2,Very low
0419-YAAPX,Grass Valley,95949,49,Month-to-month,Fiber optic,Credit card (automatic),85.3,4297.95,No,Yes,No,No,Yes,No,0.6627759622965138,0.3372240377034862,33.7,Medium
0420-HLGXF,Visalia,93291,39,Month-to-month,Fiber optic,Electronic check,99.75,4036.0,No,No,Yes,No,Yes,Yes,0.37620347210252614,0.6237965278974739,62.4,High
0420-TXVSG,San Jose,95112,66,Two year,DSL,Credit card (automatic),66.1,4428.45,Yes,Yes,Yes,No,No,No,0.9769929656729469,0.023007034327053064,2.3,Very low
0422-OHQHQ,Fresno,93722,15,One year,No,Mailed check,20.55,295.95,No,No,No,No,No,No,0.9079368193538613,0.09206318064613876,9.2,Very low
0422-UXFAP,San Diego,92117,51,One year,Fiber optic,Electronic check,98.85,4947.55,No,No,Yes,No,Yes,Yes,0.5917343098110583,0.4082656901889416,40.8,Medium
0423-UDIJQ,Snelling,95369,9,Month-to-month,DSL,Mailed check,49.2,447.9,No,No,No,Yes,No,No,0.7643881502065675,0.2356118497934325,23.6,Low
0428-AXXLJ,Bellflower,90706,25,One year,No,Bank transfer (automatic),19.5,516.3,No,No,No,No,No,No,0.9332029820343476,0.06679701796565238,6.7,Very low
0428-IKYCP,Sonora,95370,22,Month-to-month,Fiber optic,Bank transfer (automatic),87.0,1850.65,No,No,Yes,No,Yes,No,0.4076000256545207,0.5923999743454793,59.2,High
0430-IHCDJ,Highland,92346,15,Month-to-month,DSL,Electronic check,49.0,749.25,No,No,No,No,No,No,0.5238337957047512,0.47616620429524886,47.6,High
0432-CAJZV,Onyx,93255,3,Month-to-month,Fiber optic,Mailed check,90.7,237.65,No,No,No,No,Yes,Yes,0.31894840777751665,0.6810515922224833,68.1,Very high
0434-CSFON,Los Angeles,90071,47,Month-to-month,Fiber optic,Electronic check,100.5,4707.1,No,No,Yes,No,Yes,Yes,0.37809262702744173,0.6219073729725583,62.2,High
0436-TWFFZ,Long Beach,90805,67,Two year,DSL,Mailed check,85.25,5714.2,Yes,No,Yes,Yes,Yes,Yes,0.9733903210419026,0.02660967895809736,2.7,Very low
0439-IFYUN,Westley,95387,18,Month-to-month,Fiber optic,Electronic check,74.7,1294.6,No,Yes,No,No,No,No,0.4437849262040052,0.5562150737959948,55.6,High
0440-EKDCF,Herlong,96113,62,Two year,DSL,Credit card (automatic),60.15,3753.2,No,Yes,Yes,Yes,No,No,0.9805993950797376,0.019400604920262424,1.9,Very low
0440-MOGPM,Petaluma,94954,41,One year,DSL,Electronic check,80.55,3263.9,No,Yes,Yes,No,Yes,Yes,0.7839192044015805,0.2160807955984195,21.6,Low
0440-QEXBZ,Mojave,93501,44,Month-to-month,DSL,Mailed check,50.15,2139.1,No,No,No,No,No,No,0.7954165007621159,0.20458349923788405,20.5,Low
0440-UEDAI,Callahan,96014,53,One year,Fiber optic,Credit card (automatic),94.45,5042.75,No,Yes,Yes,Yes,No,Yes,0.9021184472861659,0.09788155271383416,9.8,Very low
0442-TDYUO,Bodega,94922,48,Two year,No,Mailed check,20.05,1036.0,No,No,No,No,No,No,0.9732945040882226,0.026705495911777392,2.7,Very low
0442-ZXKVS,Denair,95316,54,One year,Fiber optic,Bank transfer (automatic),115.6,6431.05,Yes,Yes,Yes,Yes,Yes,Yes,0.8365178638814161,0.1634821361185839,16.3,Low
0447-RXSGD,Monterey,93940,24,Month-to-month,Fiber optic,Bank transfer (automatic),99.65,2404.85,No,Yes,No,No,Yes,Yes,0.3673444397807686,0.6326555602192314,63.3,High
0454-OKRCT,Palo Alto,94301,33,Two year,Fiber optic,Bank transfer (automatic),80.6,2651.1,No,Yes,No,Yes,No,No,0.9339762803307743,0.06602371966922568,6.6,Very low
0455-ENTCR,Jamestown,95327,66,Two year,DSL,Electronic check,85.25,5538.35,Yes,Yes,No,Yes,Yes,Yes,0.9689076782479614,0.031092321752038563,3.1,Very low
0455-XFASS,Campbell,95008,3,Month-to-month,Fiber optic,Electronic check,69.55,200.2,No,No,No,No,No,No,0.6273259447552948,0.37267405524470526,37.3,Medium
0458-HEUZG,Alderpoint,95511,13,Two year,DSL,Mailed check,35.4,450.4,No,No,Yes,Yes,No,No,0.8985883700122511,0.10141162998774889,10.1,Low
0459-SPZHJ,Garden Grove,92843,63,Two year,DSL,Credit card (automatic),83.5,5435.0,Yes,Yes,Yes,No,Yes,Yes,0.9691309841632774,0.030869015836722594,3.1,Very low
0463-TXOAK,Madison,95653,52,Two year,No,Credit card (automatic),25.6,1334.5,No,No,No,No,No,No,0.9969768262158639,0.003023173784136037,0.3,Very low
0463-WZZKO,Van Nuys,91406,3,Month-to-month,No,Credit card (automatic),20.75,67.1,No,No,No,No,No,No,0.7713683565795474,0.2286316434204526,22.9,Low
0463-ZSDNT,Escondido,92026,10,Month-to-month,DSL,Bank transfer (automatic),56.75,503.25,No,No,No,No,No,Yes,0.5924544978328757,0.40754550216712426,40.8,Medium
0464-WJTKO,Cedarville,96104,72,Two year,No,Bank transfer (automatic),20.1,1460.85,No,No,No,No,No,No,0.9984853118085879,0.001514688191412117,0.2,Very low
0468-YRPXN,Lomita,90717,29,Month-to-month,Fiber optic,Credit card (automatic),98.8,2807.1,No,No,Yes,Yes,Yes,Yes,0.5664533699611609,0.43354663003883914,43.4,Medium
0471-ARVMX,Kelseyville,95451,62,One year,Fiber optic,Electronic check,104.85,6312.9,Yes,No,Yes,No,Yes,Yes,0.7479694784249775,0.25203052157502254,25.2,Medium
0479-HMSWA,San Clemente,92672,26,Two year,Fiber optic,Electronic check,105.45,2715.3,No,Yes,Yes,Yes,Yes,Yes,0.9418069996669723,0.058193000333027683,5.8,Very low
0480-BIXDE,Beale Afb,95903,19,Month-to-month,Fiber optic,Electronic check,96.8,1743.05,No,No,Yes,No,Yes,Yes,0.2501733286070409,0.7498266713929591,75.0,Very high
0480-KYJVA,Sacramento,95835,72,Two year,No,Credit card (automatic),24.25,1784.5,No,No,No,No,No,No,0.9979798297115104,0.0020201702884895143,0.2,Very low
0481-SUMCB,Greenville,95947,45,One year,Fiber optic,Bank transfer (automatic),102.15,4735.35,No,No,Yes,No,Yes,Yes,0.6903014547041215,0.30969854529587854,31.0,Medium
0484-FFVBJ,Fort Bragg,95437,32,One year,DSL,Bank transfer (automatic),64.85,2010.95,No,No,No,No,Yes,Yes,0.826069470050518,0.173930529949482,17.4,Low
0484-JPBRU,Petaluma,94954,41,Month-to-month,No,Bank transfer (automatic),25.25,996.45,No,No,No,No,No,No,0.8908149206845642,0.10918507931543579,10.9,Low
0485-ZBSLN,Mecca,92254,65,Two year,No,Credit card (automatic),24.75,1715.1,No,No,No,No,No,No,0.9974078777077386,0.0025921222922613766,0.3,Very low
0486-LGCCH,Victorville,92394,11,Two year,No,Mailed check,19.65,225.75,No,No,No,No,No,No,0.9869523627330479,0.013047637266952109,1.3,Very low
0487-CRLZF,Poway,92064,49,Two year,DSL,Bank transfer (automatic),74.45,3721.9,No,No,Yes,Yes,Yes,Yes,0.955462528067483,0.044537471932517,4.5,Very low
0487-RPVUM,Mount Hermon,95041,61,Month-to-month,Fiber optic,Bank transfer (automatic),99.4,5943.65,Yes,No,Yes,Yes,Yes,No,0.8396562669027599,0.16034373309724015,16.0,Low
0487-VVUVK,Santa Barbara,93109,25,Month-to-month,No,Mailed check,19.15,477.6,No,No,No,No,No,No,0.9585339603298647,0.04146603967013526,4.1,Very low
0489-WMEMG,Korbel,95550,23,One year,DSL,Electronic check,49.45,1119.35,No,No,No,Yes,No,No,0.968014439940153,0.03198556005984695,3.2,Very low
0491-KAPQG,Pine Valley,91962,21,Month-to-month,Fiber optic,Electronic check,73.7,1558.7,No,No,No,No,No,No,0.3620684979125146,0.6379315020874854,63.8,High
0496-AHOOK,Bangor,95914,24,One year,DSL,Bank transfer (automatic),74.4,1712.9,Yes,No,No,Yes,Yes,Yes,0.8874896028099257,0.11251039719007432,11.3,Low
0505-SPOOW,Riverside,92508,70,Two year,No,Bank transfer (automatic),19.8,1397.65,No,No,No,No,No,No,0.9918720882455535,0.008127911754446507,0.8,Very low
0506-YLVKJ,Sultana,93666,46,Two year,No,Mailed check,20.2,917.45,No,No,No,No,No,No,0.994222550351644,0.005777449648355976,0.6,Very low
0508-OOLTO,Fort Irwin,92310,2,Month-to-month,Fiber optic,Electronic check,71.65,135.75,No,No,No,No,No,No,0.6194283289451012,0.3805716710548987,38.1,Medium
0508-SQWPL,La Mesa,91941,57,Two year,No,Bank transfer (automatic),20.1,1087.7,No,No,No,No,No,No,0.9964279418072013,0.0035720581927986706,0.4,Very low
0512-FLFDW,Palomar Mountain,92060,60,One year,Fiber optic,Credit card (automatic),100.5,6029.0,No,No,Yes,No,Yes,Yes,0.7458242813041547,0.2541757186958453,25.4,Medium
0513-RBGPE,Rancho Santa Fe,92091,37,Two year,DSL,Credit card (automatic),62.8,2278.75,Yes,No,Yes,Yes,No,No,0.9526372179438342,0.047362782056165856,4.7,Very low
0516-OOHAR,Topanga,90290,28,One year,Fiber optic,Bank transfer (automatic),100.35,2799.0,No,Yes,Yes,No,Yes,Yes,0.9151450708627334,0.08485492913726653,8.5,Very low
0516-QREYC,Capay,95607,24,Month-to-month,No,Mailed check,20.3,459.95,No,No,No,No,No,No,0.8535719863586939,0.14642801364130606,14.6,Low
0516-UXRMT,Oxnard,93033,62,One year,Fiber optic,Electronic check,92.05,5755.8,Yes,Yes,Yes,No,No,No,0.8866099991781133,0.11339000082188662,11.3,Low
0519-DRGTI,Stockton,95219,20,Month-to-month,No,Mailed check,20.35,442.6,No,No,No,No,No,No,0.9658460088304409,0.0341539911695591,3.4,Very low
0523-VNGTF,Sun Valley,91352,52,Month-to-month,DSL,Electronic check,50.5,2566.3,No,Yes,Yes,Yes,Yes,No,0.795667775273809,0.204332224726191,20.4,Low
0526-SXDJP,Bell,90201,72,Two year,DSL,Bank transfer (automatic),42.1,2962.0,Yes,Yes,Yes,No,No,No,0.9838235049704888,0.01617649502951123,1.6,Very low
0530-IJVDB,Jamul,91935,70,Two year,Fiber optic,Electronic check,114.6,7882.5,Yes,Yes,Yes,Yes,Yes,Yes,0.9862995021347826,0.013700497865217405,1.4,Very low
0531-XBKMM,Azusa,91702,66,Two year,DSL,Bank transfer (automatic),65.7,4378.9,Yes,Yes,No,Yes,No,No,0.9981101922635046,0.001889807736495336,0.2,Very low
0531-ZZJWQ,Lone Pine,93545,55,Month-to-month,Fiber optic,Electronic check,74.0,4052.4,No,No,No,No,No,No,0.5676620424490014,0.4323379575509986,43.2,Medium
0533-UCAAU,Montgomery Creek,96065,57,One year,DSL,Credit card (automatic),71.1,4140.1,No,Yes,Yes,No,Yes,No,0.9000809616747912,0.09991903832520876,10.0,Very low
0536-ACXIP,Lodi,95242,72,Two year,Fiber optic,Electronic check,109.55,8165.1,Yes,Yes,Yes,No,Yes,Yes,0.8928515173228205,0.10714848267717944,10.7,Low
0536-BGFMZ,Leggett,95585,28,Month-to-month,No,Mailed check,20.5,563.05,No,No,No,No,No,No,0.8799314354805254,0.12006856451947459,12.0,Low
0536-ESJEP,Rough And Ready,95975,54,Two year,DSL,Bank transfer (automatic),74.55,4191.45,Yes,Yes,No,No,Yes,Yes,0.9551127506925559,0.044887249307444095,4.5,Very low
0537-QYZZN,Petaluma,94952,24,Month-to-month,Fiber optic,Electronic check,79.85,1857.75,Yes,No,No,No,No,No,0.7716350677565909,0.2283649322434091,22.8,Low
0541-FITGH,Hornitos,95325,2,Month-to-month,DSL,Mailed check,62.15,113.1,Yes,No,No,No,No,Yes,0.5265623043632889,0.4734376956367111,47.3,High
0547-HURJB,Dixon,95620,12,Month-to-month,No,Credit card (automatic),21.05,235.8,No,No,No,No,No,No,0.970507178555507,0.0294928214444929,2.9,Very low
0549-CYCQN,Flournoy,96029,51,One year,Fiber optic,Bank transfer (automatic),79.6,3974.7,No,Yes,No,No,No,No,0.8366366878575245,0.1633633121424755,16.3,Low
0550-DCXLH,Thermal,92274,13,Month-to-month,DSL,Mailed check,73.35,931.55,No,Yes,No,Yes,Yes,Yes,0.7076764908932645,0.2923235091067356,29.2,Medium
0556-FJEGU,Lafayette,94549,58,Two year,DSL,Bank transfer (automatic),70.1,4048.95,No,Yes,Yes,Yes,Yes,No,0.9834219491489956,0.01657805085100442,1.7,Very low
0557-ASKVU,Beverly Hills,90210,18,One year,DSL,Credit card (automatic),54.4,957.1,No,No,Yes,Yes,No,No,0.8560780227463651,0.14392197725363484,14.4,Low
0559-CKHUS,Pleasanton,94588,29,Two year,No,Mailed check,19.55,521.8,No,No,No,No,No,No,0.9512493028891361,0.04875069711086393,4.9,Very low
0562-FGDCR,Whitmore,96096,72,Two year,DSL,Mailed check,74.55,5430.65,Yes,Yes,No,Yes,Yes,No,0.9970220966830954,0.002977903316904623,0.3,Very low
0562-HKHML,Alameda,94502,71,Two year,No,Credit card (automatic),23.9,1626.4,No,No,No,No,No,No,0.9978806416876521,0.0021193583123479084,0.2,Very low
0562-KBDVM,Herald,95638,70,Two year,DSL,Bank transfer (automatic),44.6,3058.15,Yes,Yes,Yes,Yes,No,No,0.9868504544125848,0.0131495455874152,1.3,Very low
0564-MUUQK,Imperial Beach,91932,20,Month-to-month,Fiber optic,Bank transfer (automatic),95.5,1916.2,No,No,Yes,Yes,No,Yes,0.7704008492699056,0.22959915073009443,23.0,Low
0565-JUPYD,Benicia,94510,63,One year,Fiber optic,Credit card (automatic),104.5,6590.8,Yes,Yes,Yes,Yes,Yes,No,0.9478882404795629,0.05211175952043714,5.2,Very low
0567-GGCAC,Biola,93606,7,Month-to-month,DSL,Electronic check,61.4,438.9,Yes,Yes,Yes,No,No,No,0.737512144862851,0.262487855137149,26.2,Medium
0567-XRHCU,Los Angeles,90049,69,Two year,DSL,Credit card (automatic),43.95,2960.1,Yes,No,Yes,No,No,Yes,0.9930737387916131,0.0069262612083868585,0.7,Very low
0570-BFQHT,Anderson,96007,9,Month-to-month,Fiber optic,Electronic check,80.55,653.9,No,Yes,Yes,No,No,No,0.46707269333440826,0.5329273066655917,53.3,High
0572-ZJKLT,Chester,96020,46,Two year,Fiber optic,Mailed check,99.65,4630.2,Yes,No,Yes,Yes,No,Yes,0.9822183887710187,0.017781611228981243,1.8,Very low
0575-CUQOV,Hilmar,95324,60,One year,Fiber optic,Electronic check,97.95,5867.0,No,Yes,Yes,No,Yes,Yes,0.7477436357195935,0.25225636428040654,25.2,Medium
0577-WHMEV,San Jose,95133,16,Month-to-month,Fiber optic,Electronic check,90.7,1374.9,Yes,Yes,Yes,No,No,No,0.4618908935187679,0.5381091064812321,53.8,High
0580-PIQHM,Riverside,92503,41,One year,Fiber optic,Bank transfer (automatic),101.6,3930.55,Yes,Yes,Yes,No,No,Yes,0.9422196210741326,0.05778037892586744,5.8,Very low
0581-BXBUB,Penn Valley,95946,4,Month-to-month,Fiber optic,Electronic check,72.75,317.75,No,Yes,No,No,No,No,0.41547725001622793,0.5845227499837721,58.5,High
0581-MDMPW,San Jose,95148,24,Month-to-month,Fiber optic,Credit card (automatic),88.95,2072.75,No,No,Yes,No,Yes,No,0.42613164347509913,0.5738683565249009,57.4,High
0582-AVCLN,Bakersfield,93304,38,Two year,No,Mailed check,20.3,743.05,No,No,No,No,No,No,0.9803968312653045,0.019603168734695482,2.0,Very low
0584-BJQGZ,Taylorsville,95983,25,Month-to-month,DSL,Bank transfer (automatic),78.35,1837.9,Yes,Yes,Yes,Yes,Yes,No,0.7953608584128178,0.20463914158718216,20.5,Low
0585-EGDDA,Etna,96027,40,Month-to-month,Fiber optic,Electronic check,80.0,3168.75,No,Yes,Yes,No,No,No,0.564164791667645,0.435835208332355,43.6,Medium
0594-UFTUL,Mather,95655,13,Month-to-month,No,Mailed check,19.85,252.0,No,No,No,No,No,No,0.9391666776329185,0.06083332236708154,6.1,Very low
0595-ITUDF,Fairfax,94930,64,Month-to-month,Fiber optic,Electronic check,91.8,5960.5,Yes,Yes,Yes,No,No,No,0.9377097241079074,0.0622902758920926,6.2,Very low
